Title,Slug,Difficulty,Tags,Paid Only
Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,Hard,Dynamic Programming,FALSE
Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,Easy,"Array, Prefix Sum",FALSE
Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Medium,"Math, Greedy",FALSE
The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Medium,"String, Backtracking",FALSE
Restore The Array,restore-the-array,Hard,"String, Dynamic Programming",FALSE
Reformat The String,reformat-the-string,Easy,String,FALSE
Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,Medium,"Array, Hash Table, String, Sorting, Ordered Set",FALSE
Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,Medium,"String, Counting",FALSE
Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Hard,"Dynamic Programming, Prefix Sum",FALSE
Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,Easy,"String, Prefix Sum",FALSE
Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,Medium,"Array, Sliding Window, Prefix Sum",FALSE
Diagonal Traverse II,diagonal-traverse-ii,Medium,"Array, Sorting, Heap (Priority Queue)",FALSE
Constrained Subsequence Sum,constrained-subsequence-sum,Hard,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",FALSE
Counting Elements,counting-elements,Easy,"Array, Hash Table",TRUE
Perform String Shifts,perform-string-shifts,Easy,"Array, Math, String",TRUE
Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,Medium,"Array, Binary Search, Matrix, Interactive",TRUE
First Unique Number,first-unique-number,Medium,"Array, Hash Table, Design, Queue, Data Stream",TRUE
Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",TRUE
Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,Easy,Array,FALSE
Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,Medium,"Math, Greedy",FALSE
Check If a String Can Break Another String,check-if-a-string-can-break-another-string,Medium,"String, Greedy, Sorting",FALSE
Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",FALSE
Destination City,destination-city,Easy,"Array, Hash Table, String",FALSE
Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,Easy,Array,FALSE
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Medium,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",FALSE
Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Hard,"Array, Binary Search, Heap (Priority Queue), Matrix",FALSE
Build an Array With Stack Operations,build-an-array-with-stack-operations,Medium,"Array, Stack, Simulation",FALSE
Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,"Array, Hash Table, Math, Bit Manipulation, Prefix Sum",FALSE
Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search",FALSE
Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,Hard,"Array, Dynamic Programming, Memoization, Matrix, Prefix Sum",FALSE
Consecutive Characters,consecutive-characters,Easy,String,FALSE
Simplified Fractions,simplified-fractions,Medium,"Math, String, Number Theory",FALSE
Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",FALSE
Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,"Array, Dynamic Programming",FALSE
Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,Easy,Array,FALSE
Rearrange Words in a Sentence,rearrange-words-in-a-sentence,Medium,"String, Sorting",FALSE
People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,"Array, Hash Table, String",FALSE
Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,"Array, Math, Geometry",FALSE
Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Easy,"Two Pointers, String, String Matching",FALSE
Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,Medium,"String, Sliding Window",FALSE
Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,Medium,"Bit Manipulation, Tree, Depth-First Search, Breadth-First Search, Binary Tree",FALSE
Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,"Array, Dynamic Programming",FALSE
Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,Easy,"Array, Hash Table, Sorting",FALSE
Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,Medium,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function",FALSE
Course Schedule IV,course-schedule-iv,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",FALSE
Cherry Pickup II,cherry-pickup-ii,Hard,"Array, Dynamic Programming, Matrix",FALSE
Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,Easy,"Array, Sorting, Heap (Priority Queue)",FALSE
Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Medium,"Array, Greedy, Sorting",FALSE
Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,"Depth-First Search, Breadth-First Search, Graph",FALSE
Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,"Array, Math, Dynamic Programming, Backtracking, Combinatorics, Probability and Statistics",FALSE
Find All The Lonely Nodes,find-all-the-lonely-nodes,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",TRUE
Shuffle the Array,shuffle-the-array,Easy,Array,FALSE
The k Strongest Values in an Array,the-k-strongest-values-in-an-array,Medium,"Array, Two Pointers, Sorting",FALSE
Design Browser History,design-browser-history,Medium,"Array, Linked List, Stack, Design, Doubly-Linked List, Data Stream",FALSE
Paint House III,paint-house-iii,Hard,"Array, Dynamic Programming",FALSE
Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,Easy,Linked List,TRUE
Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,Easy,"Array, Stack, Monotonic Stack",FALSE
Subrectangle Queries,subrectangle-queries,Medium,"Array, Design, Matrix",FALSE
Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window",FALSE
Allocate Mailboxes,allocate-mailboxes,Hard,"Array, Math, Dynamic Programming, Sorting",FALSE
Running Sum of 1d Array,running-sum-of-1d-array,Easy,"Array, Prefix Sum",FALSE
Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,Medium,"Array, Hash Table, Greedy, Sorting, Counting",FALSE
Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,Medium,"Array, Binary Search",FALSE
Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,Hard,"Binary Search, Dynamic Programming, Tree, Depth-First Search, Breadth-First Search, Design",FALSE
Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",TRUE
XOR Operation in an Array,xor-operation-in-an-array,Easy,"Math, Bit Manipulation",FALSE
Making File Names Unique,making-file-names-unique,Medium,"Array, Hash Table, String",FALSE
Avoid Flood in The City,avoid-flood-in-the-city,Medium,"Array, Hash Table, Binary Search, Greedy, Heap (Priority Queue)",FALSE
Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,"Union Find, Graph, Sorting, Minimum Spanning Tree, Strongly Connected Component",FALSE
Clone N-ary Tree,clone-n-ary-tree,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search",TRUE
Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,Easy,"Array, Sorting",FALSE
The kth Factor of n,the-kth-factor-of-n,Medium,"Math, Number Theory",FALSE
Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,Medium,"Array, Dynamic Programming, Sliding Window",FALSE
Parallel Courses II,parallel-courses-ii,Hard,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",FALSE
Path Crossing,path-crossing,Easy,"Hash Table, String",FALSE
Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,Medium,"Array, Hash Table, Counting",FALSE
Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,Medium,"Array, Two Pointers, Binary Search, Sorting",FALSE
Max Value of Equation,max-value-of-equation,Hard,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",FALSE
Design a File Sharing System,design-a-file-sharing-system,Medium,"Hash Table, Design, Sorting, Heap (Priority Queue), Data Stream",TRUE
Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,Easy,"Array, Sorting",FALSE
Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,Medium,"Array, Brainteaser, Simulation",FALSE
Count Submatrices With All Ones,count-submatrices-with-all-ones,Medium,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",FALSE
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,"String, Greedy, Binary Indexed Tree, Segment Tree",FALSE
Find Root of N-Ary Tree,find-root-of-n-ary-tree,Medium,"Hash Table, Bit Manipulation, Tree, Depth-First Search",TRUE
Reformat Date,reformat-date,Easy,String,FALSE
Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,Medium,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum",FALSE
Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,"Array, Greedy, Sorting",FALSE
Stone Game IV,stone-game-iv,Hard,"Math, Dynamic Programming, Game Theory",FALSE
Number of Good Pairs,number-of-good-pairs,Easy,"Array, Hash Table, Math, Counting",FALSE
Number of Substrings With Only 1s,number-of-substrings-with-only-1s,Medium,"Math, String",FALSE
Path with Maximum Probability,path-with-maximum-probability,Medium,"Array, Graph, Heap (Priority Queue), Shortest Path",FALSE
Best Position for a Service Centre,best-position-for-a-service-centre,Hard,"Array, Math, Geometry, Randomized",FALSE
Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,Hard,"Tree, Depth-First Search",TRUE
Water Bottles,water-bottles,Easy,"Math, Simulation",FALSE
Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Counting",FALSE
Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,Hard,"String, Greedy",FALSE
Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,Hard,"Array, Binary Search, Bit Manipulation, Segment Tree",FALSE
Diameter of N-Ary Tree,diameter-of-n-ary-tree,Medium,"Tree, Depth-First Search",TRUE
Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,Easy,Math,FALSE
Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,Medium,"Array, Math, Dynamic Programming, Prefix Sum",FALSE
Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,Medium,"Hash Table, String, Dynamic Programming, Bit Manipulation",FALSE
Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",FALSE
Shuffle String,shuffle-string,Easy,"Array, String",FALSE
Minimum Suffix Flips,minimum-suffix-flips,Medium,"String, Greedy",FALSE
Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,Medium,"Tree, Depth-First Search, Binary Tree",FALSE
String Compression II,string-compression-ii,Hard,"String, Dynamic Programming",FALSE
Find the Index of the Large Integer,find-the-index-of-the-large-integer,Medium,"Array, Binary Search, Interactive",TRUE
Count Good Triplets,count-good-triplets,Easy,"Array, Enumeration",FALSE
Find the Winner of an Array Game,find-the-winner-of-an-array-game,Medium,"Array, Simulation",FALSE
Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,"Array, Greedy, Matrix",FALSE
Get the Maximum Score,get-the-maximum-score,Hard,"Array, Two Pointers, Dynamic Programming, Greedy",FALSE
Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,Medium,"Array, Math, Interactive",TRUE
Kth Missing Positive Number,kth-missing-positive-number,Easy,"Array, Binary Search",FALSE
Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,"Hash Table, String",FALSE
Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,Medium,"String, Stack, Greedy",FALSE
Find Longest Awesome Substring,find-longest-awesome-substring,Hard,"Hash Table, String, Bit Manipulation",FALSE
Make The String Great,make-the-string-great,Easy,"String, Stack",FALSE
Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,"String, Recursion, Simulation",FALSE
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,"Array, Hash Table, Greedy, Prefix Sum",FALSE
Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,"Array, Dynamic Programming, Sorting",FALSE
The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,Hard,"Dynamic Programming, Graph",TRUE
Three Consecutive Odds,three-consecutive-odds,Easy,Array,FALSE
Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Medium,Math,FALSE
Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,"Array, Binary Search, Sorting",FALSE
Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,"Dynamic Programming, Memoization",FALSE
Strings Differ by One Character,strings-differ-by-one-character,Medium,"Hash Table, String, Rolling Hash, Hash Function",TRUE
Thousand Separator,thousand-separator,Easy,String,FALSE
Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,Graph,FALSE
Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,"Array, Greedy, Bit Manipulation",FALSE
Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",FALSE
